,Mvt,Temp,TempExt,Date,Time
73,0.5205540661304736,27.304289544235925,39.0,2021-08-13,14
74,0.5021810250817884,28.0,37.0,2021-08-13,15
75,0.5048372911169745,28.0,34.0,2021-08-13,16
76,0.5159010600706714,28.29858657243816,34.0,2021-08-13,17
77,0.5020576131687243,28.98079561042524,33.0,2021-08-13,18
78,0.5021067415730337,29.0,32.0,2021-08-13,19
79,0.5175219023779725,29.0,29.0,2021-08-13,20
80,0.5053686471009305,29.0,29.0,2021-08-13,21
81,0.5124282982791587,29.0,28.0,2021-08-13,22
82,0.5192061459667093,29.0,28.0,2021-08-13,23
83,0.5032119914346895,29.080656673804427,27.0,2021-08-14,00
84,0.4975,29.7775,27.0,2021-08-14,01
85,0.515802781289507,29.99873577749684,25.0,2021-08-14,02
86,0.5049857549857549,30.0,25.0,2021-08-14,03
87,0.513681592039801,30.0,26.0,2021-08-14,04
88,0.5195288282703038,30.0,25.0,2021-08-14,05
89,0.5039313795568263,30.0,26.0,2021-08-14,06
90,0.50416399743754,29.97373478539398,29.0,2021-08-14,07
91,0.5204978038067349,27.971449487554906,30.0,2021-08-14,08
92,0.50546875,27.18515625,32.0,2021-08-14,09
93,0.5150753768844221,27.853643216080403,34.0,2021-08-14,10
94,0.502092050209205,26.83801554094441,34.0,2021-08-14,11
95,0.49890270665691294,27.717629846378934,34.0,2021-08-14,12
96,0.5037037037037037,28.996296296296297,34.0,2021-08-14,13
97,0.5188155459592844,29.0,33.0,2021-08-14,14
98,0.5023569023569023,29.0,33.0,2021-08-14,15
99,0.4991558806978053,29.0,32.0,2021-08-14,16
100,0.5173745173745173,29.0,30.0,2021-08-14,17
101,0.5075282308657465,29.0,28.0,2021-08-14,18
102,0.5108393551973318,29.0,27.0,2021-08-14,19
103,0.5146327995582551,29.0,26.0,2021-08-14,20
104,0.5039164490861618,29.267624020887727,26.0,2021-08-14,21
105,0.5067567567567568,30.0,26.0,2021-08-15,00
106,0.5158245419211549,30.0,25.0,2021-08-15,01
107,0.5176010430247718,30.0,26.0,2021-08-15,02
108,0.5051216389244558,30.0,24.0,2021-08-15,03
109,0.5008375209380235,30.0,24.0,2021-08-15,04
110,0.5151515151515151,30.0,24.0,2021-08-15,05
111,0.5022595222724339,30.0,23.0,2021-08-15,06
112,0.5011325028312571,30.0,25.0,2021-08-15,07
113,0.5172981878088962,30.0,28.0,2021-08-15,08
114,0.5028717294192725,30.0,30.0,2021-08-15,09
115,0.505,30.0,32.0,2021-08-15,10
116,0.5179856115107914,30.0,32.0,2021-08-15,11
117,0.4987421383647799,30.0,34.0,2021-08-15,12
118,0.5063641394576647,30.0,35.0,2021-08-15,13
119,0.5106966538672518,30.007679648930335,36.0,2021-08-15,14
120,0.5060483870967742,30.300403225806452,35.0,2021-08-15,15
121,0.5002871912693854,30.788627225732338,34.0,2021-08-15,16
122,0.5181462869905081,30.922948073701843,34.0,2021-08-15,17
123,0.5043362241494329,30.975983989326217,31.0,2021-08-15,18
124,0.5020172910662825,31.0,29.0,2021-08-15,19
125,0.5162011173184358,30.998882681564247,28.0,2021-08-15,20
126,0.5084087968952135,31.0,27.0,2021-08-15,21
127,0.5089672232529375,31.0,26.0,2021-08-15,22
128,0.5253348864298194,31.0,26.0,2021-08-15,23
129,0.5052356020942408,31.0,24.0,2021-08-16,00
130,0.5125570776255708,31.0,23.0,2021-08-16,01
131,0.519217801753203,31.0,23.0,2021-08-16,02
132,0.5041962556488057,31.0,23.0,2021-08-16,03
133,0.5115340253748558,30.912918108419838,0.0,2021-08-16,04
134,0.5169875424688561,30.0,24.0,2021-08-16,05
135,0.508575197889182,30.00263852242744,28.0,2021-08-16,06
136,0.5103001765744556,29.38905238375515,31.0,2021-08-16,07
137,0.5211864406779662,28.470338983050848,34.0,2021-08-16,08
138,0.49796747967479676,28.0,37.0,2021-08-16,09
139,0.5008576329331046,27.76843910806175,39.0,2021-08-16,10
140,0.5214932126696833,27.305429864253394,40.0,2021-08-16,11
141,0.5036593479707252,27.077844311377245,40.0,2021-08-16,12
142,0.5084848484848485,27.207272727272727,39.0,2021-08-16,13
143,0.5017835909631391,27.425683709869205,37.0,2021-08-16,14
144,0.506363027461487,28.59812458137977,36.0,2021-08-16,15
145,0.5082904516866781,29.0,33.0,2021-08-16,16
146,0.5168918918918919,29.0,32.0,2021-08-16,17
147,0.5033333333333333,29.0,30.0,2021-08-16,18
148,0.5,29.0,28.0,2021-08-16,19
149,0.5207852193995381,29.0,27.0,2021-08-16,20
150,0.5025839793281653,29.010335917312663,27.0,2021-08-16,21
151,0.5073388640714741,30.0,26.0,2021-08-17,00
152,0.506152125279642,30.0,25.0,2021-08-17,01
153,0.5206286836935167,30.0,27.0,2021-08-17,02
154,0.506031746031746,30.0,27.0,2021-08-17,03
155,0.5147962032384142,30.0,27.0,2021-08-17,04
156,0.5188888888888888,30.0,27.0,2021-08-17,05
157,0.5046604527296937,29.452063914780293,26.0,2021-08-17,06
158,0.5094224924012158,28.103343465045594,27.0,2021-08-17,07
159,0.5186567164179104,28.062810945273633,28.0,2021-08-17,08
160,0.5073529411764706,27.004010695187166,29.0,2021-08-17,09
161,0.5072904009720535,27.0,31.0,2021-08-17,10
162,0.5233532934131736,27.0,30.0,2021-08-17,11
163,0.5056899004267426,27.47937411095306,29.0,2021-08-17,12
164,0.5096573208722741,27.067912772585668,31.0,2021-08-17,13
165,0.5150240384615384,27.790865384615383,31.0,2021-08-17,14
166,0.5054704595185996,28.113056163384393,31.0,2021-08-17,15
167,0.5016223231667748,28.98637248539909,30.0,2021-08-17,16
168,0.5261344055140724,29.0,29.0,2021-08-17,17
169,0.505530253741054,29.0,27.0,2021-08-17,18
170,0.5120412844036697,29.0,26.0,2021-08-17,19
171,0.5199537304800462,29.0,26.0,2021-08-17,20
172,0.5091145833333334,29.0,26.0,2021-08-17,21
173,0.5118243243243243,29.0,25.0,2021-08-17,22
174,0.5197072072072072,29.0,26.0,2021-08-17,23
175,0.5077220077220077,29.036679536679536,25.0,2021-08-18,00
176,0.5108635097493036,29.4958217270195,25.0,2021-08-18,01
177,0.5154241645244216,29.911953727506425,25.0,2021-08-18,02
178,0.5026007802340702,29.95448634590377,25.0,2021-08-18,03
179,0.4974300399771559,29.941176470588236,25.0,2021-08-18,04
180,0.5169727323316639,28.89482470784641,25.0,2021-08-18,05
181,0.5071151358344114,29.0,25.0,2021-08-18,06
182,0.5076560659599529,28.867491166077738,26.0,2021-08-18,07
183,0.5186915887850467,28.04264018691589,27.0,2021-08-18,08
184,0.5038979447200567,27.49397590361446,27.0,2021-08-18,09
185,0.5036945812807881,26.863916256157637,29.0,2021-08-18,10
186,0.5160051216389244,26.992317541613318,29.0,2021-08-18,11
187,0.5041095890410959,26.528082191780822,29.0,2021-08-18,12
188,0.5057339449541285,26.136467889908257,30.0,2021-08-18,13
189,0.5172024816694868,26.46136491821771,30.0,2021-08-18,14
190,0.5102319236016372,26.678717598908595,29.0,2021-08-18,15
191,0.5096481271282634,26.89160045402951,29.0,2021-08-18,16
192,0.5211817168338907,28.0,28.0,2021-08-18,17
193,0.505581089954038,28.0,27.0,2021-08-18,18
194,0.49971214738054115,28.0,25.0,2021-08-18,19
195,0.5142857142857142,28.0,25.0,2021-08-18,20
196,0.504885993485342,28.0,24.0,2021-08-18,21
197,0.5017281105990783,28.129032258064516,24.0,2021-08-18,22
198,0.5119586296056884,28.997414350355527,24.0,2021-08-19,00
199,0.5120313374370453,29.0,24.0,2021-08-19,01
200,0.5227123107307439,29.0,24.0,2021-08-19,02
201,0.5042678923177938,29.0,22.0,2021-08-19,03
202,0.49942857142857144,28.99085714285714,22.0,2021-08-19,04
203,0.5184369840396258,27.882773802971933,21.0,2021-08-19,05
204,0.5062213490504257,28.0,21.0,2021-08-19,06
205,0.5023310023310024,26.926573426573427,23.0,2021-08-19,07
206,0.5172651933701657,26.94267955801105,27.0,2021-08-19,08
207,0.4994246260069045,26.939010356731877,28.0,2021-08-19,09
208,0.49559082892416223,25.74426807760141,29.0,2021-08-19,11
209,0.5044796691936595,26.65472088215024,31.0,2021-08-19,12
210,0.5015346838551259,26.09576427255985,30.0,2021-08-19,13
211,0.5075566750629723,28.0,28.0,2021-08-20,00
212,0.514018691588785,28.0,30.0,2021-08-20,01
213,0.5228758169934641,28.0,32.0,2021-08-20,02
214,0.5070242656449553,28.0,33.0,2021-08-20,03
215,0.5074792243767313,28.0,33.0,2021-08-20,04
216,0.5221729490022173,28.0,33.0,2021-08-20,05
217,0.5041908446163765,28.0,33.0,2021-08-20,06
218,0.5048959608323134,28.0,32.0,2021-08-20,07
219,0.5172018348623854,27.62901376146789,30.0,2021-08-20,08
220,0.5080106809078772,26.589452603471294,29.0,2021-08-20,09
221,0.5144175317185697,26.007497116493656,28.0,2021-08-20,10
222,0.5178875638841567,26.68313458262351,26.0,2021-08-20,11
223,0.5039473684210526,26.230263157894736,25.0,2021-08-20,12
224,0.5086405529953917,26.0,24.0,2021-08-20,13
225,0.5175487465181059,26.98607242339833,24.0,2021-08-20,14
226,0.5064683053040103,28.0,24.0,2021-08-21,00
227,0.5083798882681564,28.0,24.0,2021-08-21,01
228,0.5207100591715976,28.0,23.0,2021-08-21,02
229,0.5039318479685452,28.0,22.0,2021-08-21,03
230,0.5064209938581797,28.0,21.0,2021-08-21,04
231,0.5217149220489977,28.0,21.0,2021-08-21,05
232,0.5009759271307742,28.0,20.0,2021-08-21,06
233,0.5080870050195203,28.0,23.0,2021-08-21,07
234,0.5165198237885462,28.0,26.0,2021-08-21,08
235,0.5046666666666667,27.319333333333333,28.0,2021-08-21,09
236,0.5075545607162842,27.0,30.0,2021-08-21,10
237,0.5195749440715883,27.51957494407159,31.0,2021-08-21,11
238,0.5033025099075297,28.0,33.0,2021-08-21,12
239,0.503126776577601,28.0,33.0,2021-08-21,13
240,0.5237020316027088,28.0,32.0,2021-08-21,14
241,0.5070422535211268,28.0,32.0,2021-08-21,15
242,0.5103641456582633,28.0,31.0,2021-08-21,16
243,0.5209848908785675,28.0,30.0,2021-08-21,17
244,0.5061329890251776,28.190445448676567,29.0,2021-08-21,18
245,0.5107344632768361,28.782485875706215,27.0,2021-08-21,19
246,0.522228474957794,28.89983117613956,26.0,2021-08-21,20
247,0.5051679586563308,28.948320413436694,25.0,2021-08-21,21
248,0.5114025085518814,28.997719498289623,25.0,2021-08-21,22
249,0.5155382907880133,28.995560488346282,24.0,2021-08-21,23
250,0.5020134228187919,28.97986577181208,23.0,2021-08-22,00
251,0.49912331969608414,28.97720631209819,23.0,2021-08-22,01
252,0.5152498377676833,28.99870214146658,22.0,2021-08-22,02
253,0.5070876288659794,28.982603092783506,21.0,2021-08-22,03
254,0.5078125,28.984933035714285,21.0,2021-08-22,04
255,0.5180856983861992,28.96716750139121,21.0,2021-08-22,05
256,0.5035830618892508,29.0,19.0,2021-08-22,06
257,0.506145251396648,29.0,21.0,2021-08-22,07
258,0.5191986644407346,29.0,25.0,2021-08-22,08
259,0.5038809831824063,29.0,28.0,2021-08-22,09
260,0.5103874227961819,29.0,29.0,2021-08-22,10
261,0.5235294117647059,29.0,31.0,2021-08-22,11
262,0.505859375,29.0,32.0,2021-08-22,12
263,0.5081323611890073,29.0,33.0,2021-08-22,13
264,0.5167973124300111,29.0,34.0,2021-08-22,14
265,0.5073825503355704,29.0,34.0,2021-08-22,15
266,0.5048599199542596,29.0,32.0,2021-08-22,16
267,0.5125488008923592,29.0,31.0,2021-08-22,17
268,0.5039113428943938,29.0,30.0,2021-08-22,18
269,0.5129533678756477,29.0,27.0,2021-08-22,19
270,0.5205865764241399,29.0,25.0,2021-08-22,20
271,0.5032552083333334,29.0,25.0,2021-08-22,21
272,0.5105053946621237,29.0,25.0,2021-08-22,22
273,0.5249020705092333,29.0,23.0,2021-08-22,23
274,0.5060780550223928,29.0,23.0,2021-08-23,00
275,0.5083986562150056,29.0,22.0,2021-08-23,01
276,0.5166557805355977,29.0,22.0,2021-08-23,02
277,0.5019181585677749,29.0,21.0,2021-08-23,03
278,0.5052515201768933,29.0,21.0,2021-08-23,04
279,0.5230683713173986,28.092829349638688,19.0,2021-08-23,05
280,0.5052083333333334,28.37109375,19.0,2021-08-23,06
281,0.5083076923076923,28.099692307692308,21.0,2021-08-23,07
282,0.5137328339575531,27.0,25.0,2021-08-23,08
283,0.5051688490696071,27.17160578911096,29.0,2021-08-23,09
284,0.5118906064209274,26.586206896551722,30.0,2021-08-23,10
285,0.5218712029161604,26.0,33.0,2021-08-23,11
286,0.5040983606557377,27.184426229508198,34.0,2021-08-23,12
287,0.5088253195374315,27.89592209373098,35.0,2021-08-23,13
288,0.525305410122164,28.0,35.0,2021-08-23,14
289,0.5032258064516129,27.822580645161292,35.0,2021-08-23,15
290,0.5115340253748558,27.031141868512112,35.0,2021-08-23,16
291,0.5170648464163823,27.774175199089875,35.0,2021-08-23,17
292,0.5065530799475754,28.0,31.0,2021-08-23,18
293,0.5130681818181818,28.0,28.0,2021-08-23,19
294,0.5209988649262202,28.0,26.0,2021-08-23,20
295,0.49759229534510435,28.0,27.0,2021-08-23,21
296,0.509090909090909,28.0,25.0,2021-08-23,22
297,0.5173961840628507,28.0,23.0,2021-08-23,23
298,0.5038910505836576,28.00129701686122,23.0,2021-08-24,00
299,0.5056689342403629,28.282312925170068,23.0,2021-08-24,01
300,0.5120274914089347,28.833333333333332,23.0,2021-08-24,02
301,0.5062541145490455,28.915075707702435,21.0,2021-08-24,03
302,0.5142369020501139,28.981776765375855,21.0,2021-08-24,04
303,0.5164772727272727,28.50340909090909,24.0,2021-08-24,05
304,0.5029508196721312,28.913442622950818,27.0,2021-08-24,06
305,0.508117859290439,28.551413108839448,30.0,2021-08-24,07
306,0.5122282608695652,27.717391304347824,33.0,2021-08-24,08
307,0.5086330935251798,27.0,25.0,2021-09-10,00
308,0.5036945812807881,27.0,25.0,2021-09-10,01
309,0.5021786492374728,27.0,25.0,2021-09-10,02
310,0.504017531044558,27.0,25.0,2021-09-10,03
311,0.49968652037617556,27.010658307210033,25.0,2021-09-10,04
312,0.5007890583903208,27.0,25.0,2021-09-10,05
313,0.5043041606886657,25.236728837876615,25.0,2021-09-10,06
314,0.5026041666666666,24.0,24.0,2021-09-10,07
315,0.49860413176996093,26.001675041876048,26.0,2021-09-10,08
316,0.5097580015612803,26.412177985948478,23.0,2021-09-10,09
317,0.5036593479707252,24.25282767797738,25.0,2021-09-10,10
318,0.4989106753812636,24.790305010893245,27.0,2021-09-10,11
319,0.5118518518518519,25.456296296296298,24.0,2021-09-10,12
320,0.4996780424983902,23.99871216999356,25.0,2021-09-10,13
321,0.5043859649122807,23.44172932330827,26.0,2021-09-10,14
322,0.5060975609756098,25.596036585365855,28.0,2021-09-10,15
323,0.5083798882681564,26.026536312849164,28.0,2021-09-10,16
324,0.5012642225031606,26.667509481668773,28.0,2021-09-10,17
325,0.5109011627906976,26.995639534883722,27.0,2021-09-10,18
326,0.5027839643652561,27.0,26.0,2021-09-10,19
327,0.5,27.0,25.0,2021-09-10,20
328,0.5092989985693849,27.0,25.0,2021-09-10,21
329,0.5015499070055797,27.0,25.0,2021-09-10,22
330,0.5010526315789474,27.0,25.0,2021-09-10,23
331,0.5059701492537313,27.0,24.0,2021-09-11,00
332,0.5028427037271005,27.0,24.0,2021-09-11,01
333,0.4946808510638298,27.0,25.0,2021-09-11,02
334,0.5089686098654709,27.0,24.0,2021-09-11,03
335,0.5037688442211056,27.0,24.0,2021-09-11,04
336,0.5013082155939299,26.997906855049713,24.0,2021-09-11,05
337,0.5042674253200569,27.0,24.0,2021-09-11,06
338,0.5043859649122807,27.0,25.0,2021-09-11,07
339,0.5016357688113413,26.802617230098146,26.0,2021-09-11,08
340,0.503257328990228,24.43241042345277,27.0,2021-09-11,09
341,0.5034246575342466,24.77853881278539,28.0,2021-09-11,10
342,0.4986271279516749,25.482152663371775,28.0,2021-09-11,11
343,0.5045112781954887,24.833834586466164,29.0,2021-09-11,12
344,0.5045815516188149,26.0,28.0,2021-09-11,13
345,0.5002526528549772,26.561394643759474,29.0,2021-09-11,14
346,0.507783543365456,27.0,27.0,2021-09-11,15
347,0.5015479876160991,27.0,27.0,2021-09-11,16
348,0.5023646873357857,27.0,26.0,2021-09-11,17
349,0.5051169590643275,27.0,25.0,2021-09-11,18
350,0.500651890482399,27.0,25.0,2021-09-11,19
351,0.5005586592178771,27.0,25.0,2021-09-11,20
352,0.5089955022488756,27.0,25.0,2021-09-11,21
353,0.5009322560596644,27.0,24.0,2021-09-11,22
354,0.5046583850931677,27.0,24.0,2021-09-12,00
355,0.5033647375504711,27.0,23.0,2021-09-12,01
356,0.504,27.0,23.0,2021-09-12,02
357,0.5137880986937591,27.0,23.0,2021-09-12,03
358,0.5058977719528178,27.0,21.0,2021-09-12,04
359,0.5013068478829065,27.0,21.0,2021-09-12,05
360,0.504734158776402,27.0,22.0,2021-09-12,06
361,0.4997333333333333,27.0,22.0,2021-09-12,07
362,0.5,27.0,24.0,2021-09-12,08
363,0.5077149155033064,27.0,25.0,2021-09-12,09
364,0.5055374592833877,27.0,26.0,2021-09-12,10
365,0.5018392012611665,27.0,27.0,2021-09-12,11
366,0.5126825518831668,27.0,29.0,2021-09-12,12
367,0.5032679738562091,27.09281045751634,28.0,2021-09-12,13
368,0.49892818863879956,27.458735262593784,28.0,2021-09-12,14
369,0.5077376565954311,27.865143699336773,29.0,2021-09-12,15
370,0.5032509752925878,27.934980494148245,28.0,2021-09-12,16
371,0.503737780333525,27.922369177688328,27.0,2021-09-12,17
372,0.5036337209302325,27.813226744186046,26.0,2021-09-12,18
373,0.5021528525296017,27.829924650161463,25.0,2021-09-12,19
374,0.49947643979057593,27.519895287958114,24.0,2021-09-12,20
375,0.5081120943952803,27.24410029498525,24.0,2021-09-12,21
376,0.5022479126525369,27.02247912652537,22.0,2021-09-12,22
377,0.503023639362287,27.01429356789445,21.0,2021-09-12,23
378,0.5113719735876743,27.0,20.0,2021-09-13,00
379,0.501131221719457,27.0,19.0,2021-09-13,01
380,0.5118110236220472,27.0,19.0,2021-09-13,02
381,0.5077149155033064,27.0,18.0,2021-09-13,03
382,0.5018891687657431,27.0,18.0,2021-09-13,04
383,0.5007957559681697,27.0,19.0,2021-09-13,05
384,0.5067567567567568,24.89114114114114,19.0,2021-09-13,06
385,0.5026674570243035,23.565500889152343,22.0,2021-09-13,07
386,0.504079254079254,23.352564102564102,26.0,2021-09-13,08
387,0.5114083398898505,23.0,28.0,2021-09-13,09
388,0.5155993431855501,23.224137931034484,29.0,2021-09-13,10
389,0.5046661880832735,24.933955491744438,30.0,2021-09-13,11
390,0.5081168831168831,24.07711038961039,30.0,2021-09-13,12
391,0.5097613882863341,23.083152566883587,30.0,2021-09-13,13
392,0.5045454545454545,23.0,30.0,2021-09-13,14
393,0.5110935023771791,23.11014263074485,28.0,2021-09-13,15
394,0.5072065888812629,24.01647220315717,27.0,2021-09-13,16
395,0.5057537399309551,25.032796317606444,26.0,2021-09-13,17
396,0.5138784696174044,25.957239309827457,24.0,2021-09-13,18
397,0.4986824769433465,26.0,23.0,2021-09-13,19
398,0.5033333333333333,26.0,23.0,2021-09-13,20
399,0.5112951807228916,26.0,22.0,2021-09-13,21
400,0.5035009548058561,26.0,22.0,2021-09-13,22
401,0.5102817974105103,26.509520182787508,21.0,2021-09-14,00
402,0.5029051000645578,26.886378308586185,20.0,2021-09-14,01
403,0.5074626865671642,27.0,20.0,2021-09-14,02
404,0.5098784194528876,26.972644376899694,20.0,2021-09-14,03
405,0.5037878787878788,26.67739898989899,20.0,2021-09-14,04
406,0.4989517819706499,26.0,19.0,2021-09-14,05
407,0.5051698670605613,26.188330871491875,19.0,2021-09-14,06
408,0.5027382256297919,26.967688937568454,20.0,2021-09-14,07
409,0.5016778523489933,27.0,23.0,2021-09-14,08
410,0.5112316034082107,27.0,26.0,2021-09-14,09
411,0.5065885797950219,27.013909224011712,28.0,2021-09-14,10
412,0.5021122510561256,27.700060350030174,30.0,2021-09-14,11
413,0.5057825751734772,26.77486507324595,31.0,2021-09-14,12
414,0.5021037868162693,24.705469845722302,31.0,2021-09-14,13
415,0.5114213197969543,24.0,31.0,2021-09-14,14
416,0.5075414781297134,23.960030165912517,31.0,2021-09-14,15
417,0.5031446540880503,24.58280922431866,29.0,2021-09-14,16
418,0.5022148394241418,25.859911406423034,28.0,2021-09-14,17
419,0.5101275318829708,26.0,28.0,2021-09-14,18
420,0.5012919896640827,26.0,26.0,2021-09-14,19
421,0.503448275862069,26.089080459770116,26.0,2021-09-14,20
422,0.5125094768764216,26.78923426838514,26.0,2021-09-14,21
423,0.5019973368841545,26.994007989347537,26.0,2021-09-14,22
424,0.500856653340948,27.0,26.0,2021-09-14,23
425,0.5098231827111984,27.0,26.0,2021-09-15,00
426,0.5434782608695652,27.0,26.0,2021-09-15,01
427,0.505,27.0,25.0,2021-09-15,02
428,0.5164750957854406,27.0,25.0,2021-09-15,03
429,0.5047801147227533,27.0,23.0,2021-09-15,04
430,0.5036458333333333,27.0,23.0,2021-09-15,05
431,0.5081967213114754,25.549180327868854,24.0,2021-09-15,06
432,0.5058905058905059,24.056133056133056,28.0,2021-09-15,07
433,0.501280409731114,23.15236875800256,29.0,2021-09-15,08
434,0.5376676986584107,23.00515995872033,33.0,2021-09-15,09
435,0.5089773614363778,23.131147540983605,35.0,2021-09-15,10
436,0.5,23.81783439490446,36.0,2021-09-15,11
437,0.521311475409836,25.022950819672133,38.0,2021-09-15,12
438,0.5068198133524767,24.501794687724335,38.0,2021-09-15,13
439,0.5094850948509485,24.0,36.0,2021-09-15,14
440,0.5107741420590582,24.035913806863526,32.0,2021-09-15,15
441,0.5061107117181883,24.08842559309849,29.0,2021-09-15,16
442,0.5011792452830188,25.56191037735849,28.0,2021-09-15,17
443,0.5101733232856066,26.0,28.0,2021-09-15,18
444,0.5026246719160105,26.0,27.0,2021-09-15,19
445,0.5017026106696936,26.403518728717366,27.0,2021-09-15,20
446,0.506584043377227,27.0,27.0,2021-09-16,00
447,0.5026881720430108,27.0,27.0,2021-09-16,01
448,0.5022488755622189,27.0,27.0,2021-09-16,02
449,0.514637904468413,27.0,26.0,2021-09-16,03
450,0.5033025099075297,27.0,26.0,2021-09-16,04
451,0.5002849002849002,26.8997150997151,26.0,2021-09-16,05
452,0.5097885669537979,24.31010180109632,29.0,2021-09-16,06
453,0.5028968713789108,23.859791425260717,31.0,2021-09-16,07
454,0.4979544126241964,23.345996493278783,35.0,2021-09-16,08
455,0.5101404056162246,23.10764430577223,38.0,2021-09-16,09
456,0.5052316890881914,23.51270553064275,37.0,2021-09-16,10
457,0.5002967359050445,23.512759643916915,39.0,2021-09-16,11
458,0.5054484492875104,23.20536462699078,37.0,2021-09-16,12
459,0.5066864784546805,24.086181277860327,36.0,2021-09-16,13
460,0.5021173623714459,23.10465819721718,35.0,2021-09-16,14
461,0.5123703112529928,23.45171588188348,34.0,2021-09-16,15
462,0.5010830324909747,24.034657039711192,29.0,2021-09-16,16
463,0.5059665871121718,25.39021479713604,27.0,2021-09-16,17
464,0.5105551211884285,26.0,27.0,2021-09-16,18
465,0.5033783783783784,26.0,26.0,2021-09-16,19
466,0.5008156606851549,26.711799891245242,26.0,2021-09-16,20
467,0.5069018404907976,27.0,26.0,2021-09-16,21
