Mvt,Moy,Min,Max,TempExt
0.5012836970474968,29.029525032092426,29.0,30.0,25.0
0.5005555555555555,29.766666666666666,29.0,30.0,0.0
0.5170418006430868,29.980064308681673,29.0,30.0,0.0
0.5035324341682723,30.0,30.0,30.0,0.0
0.49944258639910816,30.0,30.0,30.0,0.0
0.524070021881838,30.0,30.0,30.0,0.0
0.5028753993610223,30.0,30.0,30.0,0.0
0.5014084507042254,30.0,30.0,30.0,0.0
0.5158836689038031,28.626398210290827,27.0,30.0,29.0
0.5035499726925178,26.952484980884762,26.0,27.0,30.0
0.5061058344640434,26.0,26.0,26.0,33.0
0.518189884649512,26.62466725820763,25.0,28.0,35.0
0.5088265835929388,25.200415368639668,25.0,26.0,36.0
0.5139664804469274,25.52048417132216,25.0,26.0,36.0
0.5205540661304736,27.304289544235925,25.0,28.0,39.0
0.5021810250817884,28.0,28.0,28.0,37.0
0.5048372911169745,28.0,28.0,28.0,34.0
0.5159010600706714,28.29858657243816,28.0,29.0,34.0
0.5020576131687243,28.98079561042524,28.0,29.0,33.0
0.5021067415730337,29.0,29.0,29.0,32.0
0.5175219023779725,29.0,29.0,29.0,29.0
0.5053686471009305,29.0,29.0,29.0,29.0
0.5124282982791587,29.0,29.0,29.0,28.0
0.5192061459667093,29.0,29.0,29.0,28.0
0.5032119914346895,29.080656673804427,29.0,30.0,27.0
0.4975,29.7775,29.0,30.0,27.0
0.515802781289507,29.99873577749684,29.0,30.0,25.0
0.5049857549857549,30.0,30.0,30.0,25.0
0.513681592039801,30.0,30.0,30.0,26.0
0.5195288282703038,30.0,30.0,30.0,25.0
0.5039313795568263,30.0,30.0,30.0,26.0
0.50416399743754,29.97373478539398,29.0,30.0,29.0
0.5204978038067349,27.971449487554906,27.0,29.0,30.0
0.50546875,27.18515625,27.0,28.0,32.0
0.5150753768844221,27.853643216080403,27.0,29.0,34.0
0.502092050209205,26.83801554094441,26.0,27.0,34.0
0.49890270665691294,27.717629846378934,27.0,29.0,34.0
0.5037037037037037,28.996296296296297,28.0,29.0,34.0
0.5188155459592844,29.0,29.0,29.0,33.0
0.5023569023569023,29.0,29.0,29.0,33.0
0.4991558806978053,29.0,29.0,29.0,32.0
0.5173745173745173,29.0,29.0,29.0,30.0
0.5075282308657465,29.0,29.0,29.0,28.0
0.5108393551973318,29.0,29.0,29.0,27.0
0.5146327995582551,29.0,29.0,29.0,26.0
0.5039164490861618,29.267624020887727,29.0,30.0,26.0
0.5067567567567568,30.0,30.0,30.0,26.0
0.5158245419211549,30.0,30.0,30.0,25.0
0.5176010430247718,30.0,30.0,30.0,26.0
0.5051216389244558,30.0,30.0,30.0,24.0
0.5008375209380235,30.0,30.0,30.0,24.0
0.5151515151515151,30.0,30.0,30.0,24.0
0.5022595222724339,30.0,30.0,30.0,23.0
0.5011325028312571,30.0,30.0,30.0,25.0
0.5172981878088962,30.0,30.0,30.0,28.0
0.5028717294192725,30.0,30.0,30.0,30.0
0.505,30.0,30.0,30.0,32.0
0.5179856115107914,30.0,30.0,30.0,32.0
0.4987421383647799,30.0,30.0,30.0,34.0
0.5063641394576647,30.0,30.0,30.0,35.0
0.5106966538672518,30.007679648930335,30.0,31.0,36.0
0.5060483870967742,30.300403225806452,30.0,31.0,35.0
0.5002871912693854,30.788627225732338,30.0,31.0,34.0
0.5181462869905081,30.922948073701843,30.0,31.0,34.0
0.5043362241494329,30.975983989326217,30.0,31.0,31.0
0.5020172910662825,31.0,31.0,31.0,29.0
0.5162011173184358,30.998882681564247,30.0,31.0,28.0
0.5084087968952135,31.0,31.0,31.0,27.0
0.5089672232529375,31.0,31.0,31.0,26.0
0.5253348864298194,31.0,31.0,31.0,26.0
0.5052356020942408,31.0,31.0,31.0,24.0
0.5125570776255708,31.0,31.0,31.0,23.0
0.519217801753203,31.0,31.0,31.0,23.0
0.5041962556488057,31.0,31.0,31.0,23.0
0.5115340253748558,30.912918108419838,30.0,31.0,0.0
0.5169875424688561,30.0,30.0,30.0,24.0
0.508575197889182,30.00263852242744,30.0,31.0,28.0
0.5103001765744556,29.38905238375515,29.0,30.0,31.0
0.5211864406779662,28.470338983050848,28.0,29.0,34.0
0.49796747967479676,28.0,28.0,28.0,37.0
0.5008576329331046,27.76843910806175,27.0,29.0,39.0
0.5214932126696833,27.305429864253394,27.0,28.0,40.0
0.5036593479707252,27.077844311377245,27.0,28.0,40.0
0.5084848484848485,27.207272727272727,27.0,28.0,39.0
0.5017835909631391,27.425683709869205,27.0,28.0,37.0
0.506363027461487,28.59812458137977,28.0,29.0,36.0
0.5082904516866781,29.0,29.0,29.0,33.0
0.5168918918918919,29.0,29.0,29.0,32.0
0.5033333333333333,29.0,29.0,29.0,30.0
0.5,29.0,29.0,29.0,28.0
0.5207852193995381,29.0,29.0,29.0,27.0
0.5025839793281653,29.010335917312663,29.0,30.0,27.0
0.5073388640714741,30.0,30.0,30.0,26.0
0.506152125279642,30.0,30.0,30.0,25.0
0.5206286836935167,30.0,30.0,30.0,27.0
0.506031746031746,30.0,30.0,30.0,27.0
0.5147962032384142,30.0,30.0,30.0,27.0
0.5188888888888888,30.0,30.0,30.0,27.0
0.5046604527296937,29.452063914780293,28.0,30.0,26.0
0.5094224924012158,28.103343465045594,28.0,29.0,27.0
0.5186567164179104,28.062810945273633,27.0,29.0,28.0
0.5073529411764706,27.004010695187166,27.0,28.0,29.0
0.5072904009720535,27.0,27.0,27.0,31.0
0.5233532934131736,27.0,27.0,27.0,30.0
0.5056899004267426,27.47937411095306,27.0,28.0,29.0
0.5096573208722741,27.067912772585668,27.0,28.0,31.0
0.5150240384615384,27.790865384615383,27.0,28.0,31.0
0.5054704595185996,28.113056163384393,28.0,29.0,31.0
0.5016223231667748,28.98637248539909,28.0,29.0,30.0
0.5261344055140724,29.0,29.0,29.0,29.0
0.505530253741054,29.0,29.0,29.0,27.0
0.5120412844036697,29.0,29.0,29.0,26.0
0.5199537304800462,29.0,29.0,29.0,26.0
0.5091145833333334,29.0,29.0,29.0,26.0
0.5118243243243243,29.0,29.0,29.0,25.0
0.5197072072072072,29.0,29.0,29.0,26.0
0.5077220077220077,29.036679536679536,29.0,30.0,25.0
0.5108635097493036,29.4958217270195,29.0,30.0,25.0
0.5154241645244216,29.911953727506425,29.0,30.0,25.0
0.5026007802340702,29.95448634590377,29.0,30.0,25.0
0.4974300399771559,29.941176470588236,29.0,30.0,25.0
0.5169727323316639,28.89482470784641,28.0,29.0,25.0
0.5071151358344114,29.0,29.0,29.0,25.0
0.5076560659599529,28.867491166077738,28.0,29.0,26.0
0.5186915887850467,28.04264018691589,28.0,29.0,27.0
0.5038979447200567,27.49397590361446,27.0,29.0,27.0
0.5036945812807881,26.863916256157637,26.0,27.0,29.0
0.5160051216389244,26.992317541613318,26.0,27.0,29.0
0.5041095890410959,26.528082191780822,26.0,27.0,29.0
0.5057339449541285,26.136467889908257,26.0,27.0,30.0
0.5172024816694868,26.46136491821771,26.0,27.0,30.0
0.5102319236016372,26.678717598908595,26.0,27.0,29.0
0.5096481271282634,26.89160045402951,26.0,28.0,29.0
0.5211817168338907,28.0,28.0,28.0,28.0
0.505581089954038,28.0,28.0,28.0,27.0
0.49971214738054115,28.0,28.0,28.0,25.0
0.5142857142857142,28.0,28.0,28.0,25.0
0.504885993485342,28.0,28.0,28.0,24.0
0.5017281105990783,28.129032258064516,28.0,29.0,24.0
0.5119586296056884,28.997414350355527,28.0,29.0,24.0
0.5120313374370453,29.0,29.0,29.0,24.0
0.5227123107307439,29.0,29.0,29.0,24.0
0.5042678923177938,29.0,29.0,29.0,22.0
0.49942857142857144,28.99085714285714,28.0,29.0,22.0
0.5184369840396258,27.882773802971933,27.0,28.0,21.0
0.5062213490504257,28.0,28.0,28.0,21.0
0.5023310023310024,26.926573426573427,26.0,28.0,23.0
0.5172651933701657,26.94267955801105,26.0,27.0,27.0
0.4994246260069045,26.939010356731877,25.0,27.0,28.0
0.49559082892416223,25.74426807760141,25.0,26.0,29.0
0.5044796691936595,26.65472088215024,26.0,27.0,31.0
0.5015346838551259,26.09576427255985,26.0,27.0,30.0
0.5075566750629723,28.0,28.0,28.0,28.0
0.514018691588785,28.0,28.0,28.0,30.0
0.5228758169934641,28.0,28.0,28.0,32.0
0.5070242656449553,28.0,28.0,28.0,33.0
0.5074792243767313,28.0,28.0,28.0,33.0
0.5221729490022173,28.0,28.0,28.0,33.0
0.5041908446163765,28.0,28.0,28.0,33.0
0.5048959608323134,28.0,28.0,28.0,32.0
0.5172018348623854,27.62901376146789,27.0,28.0,30.0
0.5080106809078772,26.589452603471294,26.0,27.0,29.0
0.5144175317185697,26.007497116493656,26.0,27.0,28.0
0.5178875638841567,26.68313458262351,26.0,27.0,26.0
0.5039473684210526,26.230263157894736,26.0,27.0,25.0
0.5086405529953917,26.0,26.0,26.0,24.0
0.5175487465181059,26.98607242339833,26.0,27.0,24.0
0.5064683053040103,28.0,28.0,28.0,24.0
0.5083798882681564,28.0,28.0,28.0,24.0
0.5207100591715976,28.0,28.0,28.0,23.0
0.5039318479685452,28.0,28.0,28.0,22.0
0.5064209938581797,28.0,28.0,28.0,21.0
0.5217149220489977,28.0,28.0,28.0,21.0
0.5009759271307742,28.0,28.0,28.0,20.0
0.5080870050195203,28.0,28.0,28.0,23.0
0.5165198237885462,28.0,28.0,28.0,26.0
0.5046666666666667,27.319333333333333,27.0,28.0,28.0
0.5075545607162842,27.0,27.0,27.0,30.0
0.5195749440715883,27.51957494407159,27.0,28.0,31.0
0.5033025099075297,28.0,28.0,28.0,33.0
0.503126776577601,28.0,28.0,28.0,33.0
0.5237020316027088,28.0,28.0,28.0,32.0
0.5070422535211268,28.0,28.0,28.0,32.0
0.5103641456582633,28.0,28.0,28.0,31.0
0.5209848908785675,28.0,28.0,28.0,30.0
0.5061329890251776,28.190445448676567,28.0,29.0,29.0
0.5107344632768361,28.782485875706215,28.0,29.0,27.0
0.522228474957794,28.89983117613956,28.0,29.0,26.0
0.5051679586563308,28.948320413436694,28.0,29.0,25.0
0.5114025085518814,28.997719498289623,28.0,29.0,25.0
0.5155382907880133,28.995560488346282,28.0,29.0,24.0
0.5020134228187919,28.97986577181208,28.0,29.0,23.0
0.49912331969608414,28.97720631209819,28.0,29.0,23.0
0.5152498377676833,28.99870214146658,28.0,29.0,22.0
0.5070876288659794,28.982603092783506,28.0,29.0,21.0
0.5078125,28.984933035714285,28.0,29.0,21.0
0.5180856983861992,28.96716750139121,28.0,29.0,21.0
0.5035830618892508,29.0,29.0,29.0,19.0
0.506145251396648,29.0,29.0,29.0,21.0
0.5191986644407346,29.0,29.0,29.0,25.0
0.5038809831824063,29.0,29.0,29.0,28.0
0.5103874227961819,29.0,29.0,29.0,29.0
0.5235294117647059,29.0,29.0,29.0,31.0
0.505859375,29.0,29.0,29.0,32.0
0.5081323611890073,29.0,29.0,29.0,33.0
0.5167973124300111,29.0,29.0,29.0,34.0
0.5073825503355704,29.0,29.0,29.0,34.0
0.5048599199542596,29.0,29.0,29.0,32.0
0.5125488008923592,29.0,29.0,29.0,31.0
0.5039113428943938,29.0,29.0,29.0,30.0
0.5129533678756477,29.0,29.0,29.0,27.0
0.5205865764241399,29.0,29.0,29.0,25.0
0.5032552083333334,29.0,29.0,29.0,25.0
0.5105053946621237,29.0,29.0,29.0,25.0
0.5249020705092333,29.0,29.0,29.0,23.0
0.5060780550223928,29.0,29.0,29.0,23.0
0.5083986562150056,29.0,29.0,29.0,22.0
0.5166557805355977,29.0,29.0,29.0,22.0
0.5019181585677749,29.0,29.0,29.0,21.0
0.5052515201768933,29.0,29.0,29.0,21.0
0.5230683713173986,28.092829349638688,28.0,29.0,19.0
0.5052083333333334,28.37109375,28.0,29.0,19.0
0.5083076923076923,28.099692307692308,27.0,29.0,21.0
0.5137328339575531,27.0,27.0,27.0,25.0
0.5051688490696071,27.17160578911096,27.0,28.0,29.0
0.5118906064209274,26.586206896551722,26.0,27.0,30.0
0.5218712029161604,26.0,26.0,26.0,33.0
0.5040983606557377,27.184426229508198,26.0,28.0,34.0
0.5088253195374315,27.89592209373098,27.0,28.0,35.0
0.525305410122164,28.0,28.0,28.0,35.0
0.5032258064516129,27.822580645161292,27.0,28.0,35.0
0.5115340253748558,27.031141868512112,27.0,28.0,35.0
0.5170648464163823,27.774175199089875,27.0,28.0,35.0
0.5065530799475754,28.0,28.0,28.0,31.0
0.5130681818181818,28.0,28.0,28.0,28.0
0.5209988649262202,28.0,28.0,28.0,26.0
0.49759229534510435,28.0,28.0,28.0,27.0
0.509090909090909,28.0,28.0,28.0,25.0
0.5173961840628507,28.0,28.0,28.0,23.0
0.5038910505836576,28.00129701686122,28.0,29.0,23.0
0.5056689342403629,28.282312925170068,28.0,29.0,23.0
0.5120274914089347,28.833333333333332,28.0,29.0,23.0
0.5062541145490455,28.915075707702435,28.0,29.0,21.0
0.5142369020501139,28.981776765375855,28.0,29.0,21.0
0.5164772727272727,28.50340909090909,28.0,29.0,24.0
0.5029508196721312,28.913442622950818,28.0,29.0,27.0
0.508117859290439,28.551413108839448,28.0,29.0,30.0
0.5122282608695652,27.717391304347824,27.0,28.0,33.0
0.5086330935251798,27.0,27.0,27.0,25.0
0.5036945812807881,27.0,27.0,27.0,25.0
0.5021786492374728,27.0,27.0,27.0,25.0
0.504017531044558,27.0,27.0,27.0,25.0
0.49968652037617556,27.010658307210033,27.0,28.0,25.0
0.5007890583903208,27.0,27.0,27.0,25.0
0.5043041606886657,25.236728837876615,24.0,27.0,25.0
0.5026041666666666,24.0,24.0,24.0,24.0
0.49860413176996093,26.001675041876048,24.0,27.0,26.0
0.5097580015612803,26.412177985948478,25.0,27.0,23.0
0.5036593479707252,24.25282767797738,24.0,25.0,25.0
0.4989106753812636,24.790305010893245,24.0,26.0,27.0
0.5118518518518519,25.456296296296298,24.0,26.0,24.0
0.4996780424983902,23.99871216999356,23.0,24.0,25.0
0.5043859649122807,23.44172932330827,23.0,24.0,26.0
0.5060975609756098,25.596036585365855,23.0,29.0,28.0
0.5083798882681564,26.026536312849164,26.0,27.0,28.0
0.5012642225031606,26.667509481668773,26.0,27.0,28.0
0.5109011627906976,26.995639534883722,26.0,27.0,27.0
0.5027839643652561,27.0,27.0,27.0,26.0
0.5,27.0,27.0,27.0,25.0
0.5092989985693849,27.0,27.0,27.0,25.0
0.5015499070055797,27.0,27.0,27.0,25.0
0.5010526315789474,27.0,27.0,27.0,25.0
0.5059701492537313,27.0,27.0,27.0,24.0
0.5028427037271005,27.0,27.0,27.0,24.0
0.4946808510638298,27.0,27.0,27.0,25.0
0.5089686098654709,27.0,27.0,27.0,24.0
0.5037688442211056,27.0,27.0,27.0,24.0
0.5013082155939299,26.997906855049713,26.0,27.0,24.0
0.5042674253200569,27.0,27.0,27.0,24.0
0.5043859649122807,27.0,27.0,27.0,25.0
0.5016357688113413,26.802617230098146,25.0,27.0,26.0
0.503257328990228,24.43241042345277,24.0,25.0,27.0
0.5034246575342466,24.77853881278539,24.0,26.0,28.0
0.4986271279516749,25.482152663371775,24.0,27.0,28.0
0.5045112781954887,24.833834586466164,24.0,26.0,29.0
0.5045815516188149,26.0,26.0,26.0,28.0
0.5002526528549772,26.561394643759474,26.0,27.0,29.0
0.507783543365456,27.0,27.0,27.0,27.0
0.5015479876160991,27.0,27.0,27.0,27.0
0.5023646873357857,27.0,27.0,27.0,26.0
0.5051169590643275,27.0,27.0,27.0,25.0
0.500651890482399,27.0,27.0,27.0,25.0
0.5005586592178771,27.0,27.0,27.0,25.0
0.5089955022488756,27.0,27.0,27.0,25.0
0.5009322560596644,27.0,27.0,27.0,24.0
0.5046583850931677,27.0,27.0,27.0,24.0
0.5033647375504711,27.0,27.0,27.0,23.0
0.504,27.0,27.0,27.0,23.0
0.5137880986937591,27.0,27.0,27.0,23.0
0.5058977719528178,27.0,27.0,27.0,21.0
0.5013068478829065,27.0,27.0,27.0,21.0
0.504734158776402,27.0,27.0,27.0,22.0
0.4997333333333333,27.0,27.0,27.0,22.0
0.5,27.0,27.0,27.0,24.0
0.5077149155033064,27.0,27.0,27.0,25.0
0.5055374592833877,27.0,27.0,27.0,26.0
0.5018392012611665,27.0,27.0,27.0,27.0
0.5126825518831668,27.0,27.0,27.0,29.0
0.5032679738562091,27.09281045751634,27.0,28.0,28.0
0.49892818863879956,27.458735262593784,27.0,28.0,28.0
0.5077376565954311,27.865143699336773,27.0,28.0,29.0
0.5032509752925878,27.934980494148245,27.0,28.0,28.0
0.503737780333525,27.922369177688328,27.0,28.0,27.0
0.5036337209302325,27.813226744186046,27.0,28.0,26.0
0.5021528525296017,27.829924650161463,27.0,28.0,25.0
0.49947643979057593,27.519895287958114,27.0,28.0,24.0
0.5081120943952803,27.24410029498525,27.0,28.0,24.0
0.5022479126525369,27.02247912652537,27.0,28.0,22.0
0.503023639362287,27.01429356789445,27.0,28.0,21.0
0.5113719735876743,27.0,27.0,27.0,20.0
0.501131221719457,27.0,27.0,27.0,19.0
0.5118110236220472,27.0,27.0,27.0,19.0
0.5077149155033064,27.0,27.0,27.0,18.0
0.5018891687657431,27.0,27.0,27.0,18.0
0.5007957559681697,27.0,27.0,27.0,19.0
0.5067567567567568,24.89114114114114,24.0,27.0,19.0
0.5026674570243035,23.565500889152343,23.0,25.0,22.0
0.504079254079254,23.352564102564102,23.0,25.0,26.0
0.5114083398898505,23.0,23.0,23.0,28.0
0.5155993431855501,23.224137931034484,23.0,24.0,29.0
0.5046661880832735,24.933955491744438,24.0,25.0,30.0
0.5081168831168831,24.07711038961039,23.0,26.0,30.0
0.5097613882863341,23.083152566883587,23.0,24.0,30.0
0.5045454545454545,23.0,23.0,23.0,30.0
0.5110935023771791,23.11014263074485,23.0,24.0,28.0
0.5072065888812629,24.01647220315717,23.0,25.0,27.0
0.5057537399309551,25.032796317606444,25.0,26.0,26.0
0.5138784696174044,25.957239309827457,25.0,26.0,24.0
0.4986824769433465,26.0,26.0,26.0,23.0
0.5033333333333333,26.0,26.0,26.0,23.0
0.5112951807228916,26.0,26.0,26.0,22.0
0.5035009548058561,26.0,26.0,26.0,22.0
0.5102817974105103,26.509520182787508,26.0,27.0,21.0
0.5029051000645578,26.886378308586185,26.0,27.0,20.0
0.5074626865671642,27.0,27.0,27.0,20.0
0.5098784194528876,26.972644376899694,26.0,27.0,20.0
0.5037878787878788,26.67739898989899,26.0,27.0,20.0
0.4989517819706499,26.0,26.0,26.0,19.0
0.5051698670605613,26.188330871491875,26.0,27.0,19.0
0.5027382256297919,26.967688937568454,26.0,27.0,20.0
0.5016778523489933,27.0,27.0,27.0,23.0
0.5112316034082107,27.0,27.0,27.0,26.0
0.5065885797950219,27.013909224011712,27.0,28.0,28.0
0.5021122510561256,27.700060350030174,27.0,28.0,30.0
0.5057825751734772,26.77486507324595,25.0,28.0,31.0
0.5021037868162693,24.705469845722302,24.0,26.0,31.0
0.5114213197969543,24.0,24.0,24.0,31.0
0.5075414781297134,23.960030165912517,23.0,24.0,31.0
0.5031446540880503,24.58280922431866,23.0,25.0,29.0
0.5022148394241418,25.859911406423034,25.0,26.0,28.0
0.5101275318829708,26.0,26.0,26.0,28.0
0.5012919896640827,26.0,26.0,26.0,26.0
0.503448275862069,26.089080459770116,26.0,27.0,26.0
0.5125094768764216,26.78923426838514,26.0,27.0,26.0
0.5019973368841545,26.994007989347537,26.0,27.0,26.0
0.500856653340948,27.0,27.0,27.0,26.0
0.5098231827111984,27.0,27.0,27.0,26.0
0.5434782608695652,27.0,27.0,27.0,26.0
0.505,27.0,27.0,27.0,25.0
0.5164750957854406,27.0,27.0,27.0,25.0
0.5047801147227533,27.0,27.0,27.0,23.0
0.5036458333333333,27.0,27.0,27.0,23.0
0.5081967213114754,25.549180327868854,24.0,27.0,24.0
0.5058905058905059,24.056133056133056,23.0,26.0,28.0
0.501280409731114,23.15236875800256,23.0,24.0,29.0
0.5376676986584107,23.00515995872033,23.0,24.0,33.0
0.5089773614363778,23.131147540983605,23.0,24.0,35.0
0.5,23.81783439490446,23.0,25.0,36.0
0.521311475409836,25.022950819672133,24.0,26.0,38.0
0.5068198133524767,24.501794687724335,24.0,25.0,38.0
0.5094850948509485,24.0,24.0,24.0,36.0
0.5107741420590582,24.035913806863526,24.0,25.0,32.0
0.5061107117181883,24.08842559309849,24.0,25.0,29.0
0.5011792452830188,25.56191037735849,25.0,26.0,28.0
0.5101733232856066,26.0,26.0,26.0,28.0
0.5026246719160105,26.0,26.0,26.0,27.0
0.5017026106696936,26.403518728717366,26.0,27.0,27.0
0.506584043377227,27.0,27.0,27.0,27.0
0.5026881720430108,27.0,27.0,27.0,27.0
0.5022488755622189,27.0,27.0,27.0,27.0
0.514637904468413,27.0,27.0,27.0,26.0
0.5033025099075297,27.0,27.0,27.0,26.0
0.5002849002849002,26.8997150997151,25.0,27.0,26.0
0.5097885669537979,24.31010180109632,23.0,26.0,29.0
0.5028968713789108,23.859791425260717,23.0,24.0,31.0
0.4979544126241964,23.345996493278783,23.0,24.0,35.0
0.5101404056162246,23.10764430577223,23.0,24.0,38.0
0.5052316890881914,23.51270553064275,23.0,24.0,37.0
0.5002967359050445,23.512759643916915,23.0,24.0,39.0
0.5054484492875104,23.20536462699078,23.0,25.0,37.0
0.5066864784546805,24.086181277860327,23.0,25.0,36.0
0.5021173623714459,23.10465819721718,23.0,24.0,35.0
0.5123703112529928,23.45171588188348,23.0,24.0,34.0
0.5010830324909747,24.034657039711192,23.0,25.0,29.0
0.5059665871121718,25.39021479713604,25.0,26.0,27.0
0.5105551211884285,26.0,26.0,26.0,27.0
0.5033783783783784,26.0,26.0,26.0,26.0
0.5008156606851549,26.711799891245242,26.0,27.0,26.0
0.5069018404907976,27.0,27.0,27.0,26.0
0.5060240963855421,27.0,27.0,27.0,26.0
0.5,27.0,27.0,27.0,26.0
0.4915254237288136,27.0,27.0,27.0,26.0
0.5127610208816705,27.0077339520495,27.0,28.0,25.0
0.5020188425302826,27.526917900403767,27.0,28.0,26.0
0.49970879440885263,27.85264997087944,27.0,28.0,24.0
0.5081712062256809,24.703501945525293,24.0,27.0,24.0
0.5035294117647059,23.997647058823528,23.0,24.0,24.0
0.5014148273910582,25.715902659875496,24.0,26.0,27.0
0.5161290322580645,25.692307692307693,25.0,27.0,30.0
0.5058259081562714,24.31528444139822,24.0,25.0,30.0
0.5015033072760072,24.280216476247745,24.0,26.0,29.0
0.5165615141955836,25.631703470031546,25.0,26.0,31.0
0.5049928673323824,24.93651925820257,24.0,25.0,32.0
0.5033639143730887,24.961467889908256,24.0,25.0,32.0
0.5172413793103449,24.840417000801924,24.0,25.0,31.0
0.4991284137129576,24.92504357931435,24.0,25.0,34.0
0.5024284943335132,25.87479762547221,24.0,26.0,30.0
0.5118956254796623,26.65617805065234,26.0,27.0,30.0
0.5049180327868853,27.0,27.0,27.0,28.0
0.5115030674846626,27.844325153374232,27.0,28.0,25.0
0.5013245033112583,27.990728476821193,27.0,28.0,25.0
0.5017088174982912,28.0,28.0,28.0,24.0
0.5079125847776941,28.0,28.0,28.0,24.0
0.5037697052775874,28.0,28.0,28.0,27.0
0.5013594344752583,28.0,28.0,28.0,28.0
0.5098784194528876,28.0,28.0,28.0,29.0
0.5008469791078487,28.0,28.0,28.0,29.0
0.5010548523206751,28.0,28.0,28.0,31.0
0.511380880121396,28.0,28.0,28.0,31.0
0.5049115913555993,28.0,28.0,28.0,32.0
0.5008246289169873,28.0,28.0,28.0,33.0
0.5135764158262219,28.0,28.0,28.0,31.0
0.5040214477211796,28.0,28.0,28.0,28.0
0.5008777062609713,28.0,28.0,28.0,27.0
0.5138461538461538,28.0,28.0,28.0,27.0
0.505427408412483,28.008141112618723,28.0,29.0,26.0
0.4994054696789536,28.21938168846611,28.0,29.0,25.0
0.5130970724191063,28.27041602465331,28.0,29.0,24.0
0.5010893246187363,28.56318082788671,28.0,29.0,24.0
0.5,28.07758620689655,28.0,29.0,24.0
0.5135135135135135,28.2972972972973,28.0,29.0,23.0
0.5,28.0,28.0,28.0,22.0
0.5080775444264943,28.0,28.0,28.0,22.0
0.5027624309392266,28.0,28.0,28.0,22.0
0.5017026106696936,28.0,28.0,28.0,22.0
0.5147169811320754,28.0,28.0,28.0,22.0
0.4983069977426637,28.0,28.0,28.0,22.0
0.5034192530247238,28.014203051025778,28.0,29.0,24.0
0.5085669781931464,28.059968847352025,28.0,29.0,26.0
0.5058499655884378,28.546455609084653,28.0,29.0,28.0
0.5011428571428571,28.889714285714287,28.0,29.0,29.0
0.5050900548159749,28.825371965544246,28.0,29.0,30.0
