Date,Mvt,Temp,TempExt
2021-08-10,0.5110011137235491,28.381957678505135,37.125232025739386
2021-08-11,0.5091679810725552,29.537953470031546,28.40053233438486
2021-08-12,0.509072667335531,28.097434427404327,29.69107066074244
2021-08-13,0.5095407169854541,28.32623983507044,23.70516550223342
2021-08-14,0.5084932459852745,28.998898486868804,29.214331265580615
2021-08-15,0.5090634814649949,30.3302173751762,28.95988822118357
2021-08-16,0.5093978178183737,29.0918404175574,29.719564674199727
2021-08-17,0.5122051176967803,28.734612330626778,27.734842857508774
2021-08-18,0.508941070815394,28.064713806492513,26.642462822578516
2021-08-19,0.5078865953238322,27.796419333570014,24.767205964396208
2021-08-20,0.512058999402033,27.34159856487941,29.303727327087902
2021-08-21,0.5112965752240796,28.114175658658237,26.6737450307415
2021-08-22,0.5105839144353178,28.995433903268232,26.465965208328164
2021-08-23,0.511298284899995,27.922667820245305,27.204819583693826
2021-08-24,0.5090999928627506,28.5750481764328,24.449646706159445
2021-09-10,0.5035432862657994,26.101803374054683,25.506028875138824
2021-09-11,0.5031334184035162,26.55874096129307,25.856600028356727
2021-09-12,0.5037956837653182,27.25105736904891,24.667498102158117
2021-09-13,0.5062994341451215,25.034107606215024,24.125457216994405
2021-09-14,0.5047665120514498,26.264448934293277,25.28399874790131
2021-09-15,0.5077933032603513,25.14966809696703,29.44984780137162
2021-09-16,0.5046563054785561,25.123680194350143,30.44058927959635
2021-09-17,0.5057551447506103,25.649536875557107,28.59543463938302
2021-09-18,0.5048156975415456,28.05057298638545,27.582062750987625
2021-09-19,0.5046400449943758,28.563308492688414,25.528683914510687
2021-09-20,0.5043209487163313,26.56005172522551,23.182993755125214
2021-09-21,0.506065660777921,26.80025020850709,23.71521722647661
2021-09-22,0.5066679337324591,26.278120941429883,24.69682283252558
2021-09-23,0.6635595390524968,25.68921895006402,26.3148271446863
2021-09-24,0.7142059868087265,25.457508878741756,28.863013698630137
2021-09-25,0.7137747167296157,26.19164630082204,28.391512997111754
2021-09-26,0.7101343988376316,27.595108366630342,27.728853372078945
2021-09-27,0.7110022434870198,25.644704912778717,26.128176365551028
2021-09-28,0.7066514668589907,27.119535630365494,24.433380638857223
2021-09-29,0.7072710508823467,26.71411111349358,23.89169543495508
2021-09-30,0.7069246151699763,26.77835650839418,24.330046970190207
2021-10-10,0.7044558677762154,23.652013554321016,17.744173716604042
2021-10-11,0.7037691818117531,22.811234471866676,19.924121349268084
2021-10-12,0.6989533965244866,22.75162914691943,19.24980252764613
2021-10-13,0.7023382829834443,22.459236502247254,18.99778119132958
2021-10-14,0.7011818073295929,21.8899367315268,17.95330070430942
2021-10-15,0.7016511712794967,21.025959246773883,18.029566487020375
2021-10-16,0.7054909533604803,21.0,15.43957012719869
2021-10-17,0.7023205452113543,21.0,17.913313942379144
2021-10-18,0.7041977830258931,21.0,18.232973766515606
2021-10-19,0.7033338089123508,21.015670328625102,18.72259475911923
2021-10-20,0.7045454545454546,21.348484848484848,17.44785649133475
2021-10-21,0.6985154564126563,21.64682942048202,21.37316381977485
2021-10-22,0.6996262926179994,22.475453056209684,19.623195454080065
2021-10-23,0.7010758196721312,22.849718237704916,21.356275614754097
2021-10-24,0.696051252184042,22.573069306930694,18.40796738497379
2021-10-25,0.6951817806238381,22.021224953522,19.730505060937823
2021-10-26,0.7005723024166455,21.962348525220694,20.058458258995806
2021-10-27,0.696585726611611,21.86209786761987,18.647060273634906
2021-10-28,0.6933189993056955,21.656767228829313,17.838742189074782
2021-10-29,0.6913621691413815,20.90347320852163,16.54972240154939
2021-10-30,0.6985907195939822,21.0,17.045223853543593
2021-10-31,0.6976264696497386,21.0,20.595788026803465
2021-11-10,0.7119994007789873,19.794616997902725,15.865824428243284
2021-11-11,0.7130991646002359,19.659580614873487,14.606158364831355
2021-11-12,0.716334090094396,19.721089735930217,16.330601027601865
2021-11-13,0.715751736500112,19.07313466278288,15.498364328926732
2021-11-14,0.7138029305692164,19.0,14.14231671332375
2021-11-15,0.6973570700337228,19.295388596972785,15.589875303897733
2021-11-16,0.7154068307383225,19.313787041687593,14.005964339527875
2021-11-17,0.7127925525582725,18.723220875693436,14.911478298135759
2021-11-18,0.7093366150416792,18.80867021153087,15.768894977593053
2021-11-19,0.7146058072116607,19.388487214432562,14.688410986117207
2021-11-20,0.7162021482988691,18.973761415795202,14.211209955992997
2021-11-21,0.7094199558477475,18.51071056015138,13.981659833579972
2021-11-22,0.7157255248824542,18.462036218053164,14.784949490247195
2021-11-23,0.7161001038146356,18.52024385395269,15.323150663751022
2021-11-24,0.7160467451449569,18.457645224004956,14.359347960775098
2021-11-25,0.6998608319158807,18.690119066027524,13.811305750071792
2021-11-26,0.7150739097450516,17.90185981286926,12.213843996413711
2021-11-27,0.7118540263141222,17.700238643323267,13.3565711389411
2021-11-28,0.7163839832138486,17.002753977968176,10.67391589438713
2021-11-29,0.712116217225995,17.14513966726006,9.159974506054812
2021-11-30,0.7053970952178586,16.932155088368372,13.488263380246481
2021-12-10,0.6916678999556016,17.49622613585911,12.540802131123279
2021-12-11,0.6955947136563877,16.45423396965247,12.766128242780225
2021-12-12,0.6985586075605112,15.129290182213762,12.71036170791406
2021-12-13,0.661083158848714,16.08800275008594,12.477827432107253
2021-12-14,0.690637765186454,17.541672157069442,10.592568190802478
2021-12-15,0.6898581600044851,17.838341649380503,9.757414363401917
2021-12-16,0.7060967431553781,17.453858938099543,9.876548969297605
2021-12-17,0.7000980071871937,16.54658608297942,12.730186213655669
2021-12-18,0.7065639607610771,15.913555862795445,8.694021989597735
2021-12-19,0.6551702215582186,15.217330493658412,11.479926253218474
2021-12-20,0.6531248973693717,16.596636999573057,8.427304673388289
2021-12-21,0.6900825043289308,17.402098258241946,12.807150375174006
2021-12-22,0.6733753880044058,17.62698174293248,12.008511064383699
2021-12-23,0.6799035692761,17.05926471573026,13.147525614411036
2021-12-24,0.6753004277276122,17.191255346595153,13.61253309796999
2021-12-25,0.6814258648515894,16.285874675461372,13.518700442074241
2021-12-26,0.6884992445272146,16.0,12.834569029129625
2021-12-27,0.6729495848369127,16.166660827523387,16.372105244718494
2021-12-28,0.6636554926716006,16.451530982440865,16.747206501233492
2021-12-29,0.6954909602684854,17.00005413012883,16.54122009310382
2021-12-30,0.6777724766751484,17.78403307888041,16.679495335029685
